,Date,MarketPrice
1934,2020-09-28,3351.6
1935,2020-09-29,3335.47
1936,2020-09-30,3363.0
1937,2020-10-01,3380.8
1938,2020-10-02,3348.44
1939,2020-10-05,3408.63
1940,2020-10-06,3360.95
1941,2020-10-07,3419.45
1942,2020-10-08,3446.83
1943,2020-10-09,3477.13
1944,2020-10-12,3534.22
1945,2020-10-13,3511.93
1946,2020-10-14,3488.67
1947,2020-10-15,3483.34
1948,2020-10-16,3483.81
1949,2020-10-19,3426.92
1950,2020-10-20,3443.12
1951,2020-10-21,3435.56
1952,2020-10-22,3453.49
1953,2020-10-23,3465.39
1954,2020-10-26,3400.97
1955,2020-10-27,3390.68
1956,2020-10-28,3271.03
1957,2020-10-29,3310.11
1958,2020-10-30,3269.96
1959,2020-11-02,3310.24
1960,2020-11-03,3369.16
1961,2020-11-04,3443.44
1962,2020-11-05,3510.45
1963,2020-11-06,3509.44
1964,2020-11-09,3550.5
1965,2020-11-10,3545.53
1966,2020-11-11,3572.66
1967,2020-11-12,3537.01
1968,2020-11-13,3585.15
1969,2020-11-16,3626.91
1970,2020-11-17,3609.53
1971,2020-11-18,3567.79
1972,2020-11-19,3581.87
1973,2020-11-20,3557.54
1974,2020-11-23,3577.59
1975,2020-11-24,3635.41
1976,2020-11-25,3629.65
1977,2020-11-26,
1978,2020-11-27,3638.35
1979,2020-11-30,3621.63
1980,2020-12-01,3662.45
1981,2020-12-02,3669.01
1982,2020-12-03,3666.72
1983,2020-12-04,3699.12
1984,2020-12-07,3691.96
1985,2020-12-08,3702.25
1986,2020-12-09,3672.82
1987,2020-12-10,3668.1
1988,2020-12-11,3663.46
1989,2020-12-14,3647.49
1990,2020-12-15,3694.62
1991,2020-12-16,3701.17
1992,2020-12-17,3722.48
1993,2020-12-18,3709.41
1994,2020-12-21,3694.92
1995,2020-12-22,3687.26
1996,2020-12-23,3690.01
1997,2020-12-24,3703.06
1998,2020-12-25,
1999,2020-12-28,3735.36
2000,2020-12-29,3727.04
2001,2020-12-30,3732.04
2002,2020-12-31,3756.07
2003,2021-01-01,
2004,2021-01-04,3700.65
2005,2021-01-05,3726.86
2006,2021-01-06,3748.14
2007,2021-01-07,3803.79
2008,2021-01-08,3824.68
2009,2021-01-11,3799.61
2010,2021-01-12,3801.19
2011,2021-01-13,3809.84
2012,2021-01-14,3795.54
2013,2021-01-15,3768.25
2014,2021-01-18,
2015,2021-01-19,3798.91
2016,2021-01-20,3851.85
2017,2021-01-21,3853.07
2018,2021-01-22,3841.47
2019,2021-01-25,3855.36
2020,2021-01-26,3849.62
2021,2021-01-27,3750.77
2022,2021-01-28,3787.38
2023,2021-01-29,3714.24
2024,2021-02-01,3773.86
2025,2021-02-02,3826.31
2026,2021-02-03,3830.17
2027,2021-02-04,3871.74
2028,2021-02-05,3886.83
2029,2021-02-08,3915.59
2030,2021-02-09,3911.23
2031,2021-02-10,3909.88
2032,2021-02-11,3916.38
2033,2021-02-12,3934.83
2034,2021-02-15,
2035,2021-02-16,3932.59
2036,2021-02-17,3931.33
2037,2021-02-18,3913.97
2038,2021-02-19,3906.71
2039,2021-02-22,3876.5
2040,2021-02-23,3881.37
2041,2021-02-24,3925.43
2042,2021-02-25,3829.34
2043,2021-02-26,3811.15
2044,2021-03-01,3901.82
2045,2021-03-02,3870.29
2046,2021-03-03,3819.72
2047,2021-03-04,3768.47
2048,2021-03-05,3841.94
2049,2021-03-08,3821.35
2050,2021-03-09,3875.44
2051,2021-03-10,3898.81
2052,2021-03-11,3939.34
2053,2021-03-12,3943.34
2054,2021-03-15,3968.94
2055,2021-03-16,3962.71
2056,2021-03-17,3974.12
2057,2021-03-18,3915.46
2058,2021-03-19,3913.1
2059,2021-03-22,3940.59
2060,2021-03-23,3910.52
2061,2021-03-24,3889.14
2062,2021-03-25,3909.52
2063,2021-03-26,3974.54
2064,2021-03-29,3971.09
2065,2021-03-30,3958.55
2066,2021-03-31,3972.89
2067,2021-04-01,4019.87
2068,2021-04-02,
2069,2021-04-05,4077.91
2070,2021-04-06,4073.94
2071,2021-04-07,4079.95
2072,2021-04-08,4097.17
2073,2021-04-09,4128.8
2074,2021-04-12,4127.99
2075,2021-04-13,4141.59
2076,2021-04-14,4124.66
2077,2021-04-15,4170.42
2078,2021-04-16,4185.47
2079,2021-04-19,4163.26
2080,2021-04-20,4134.94
2081,2021-04-21,4173.42
2082,2021-04-22,4134.98
2083,2021-04-23,4180.17
2084,2021-04-26,4187.62
2085,2021-04-27,4186.72
2086,2021-04-28,4183.18
2087,2021-04-29,4211.47
2088,2021-04-30,4181.17
2089,2021-05-03,4192.66
2090,2021-05-04,4164.66
2091,2021-05-05,4167.59
2092,2021-05-06,4201.62
2093,2021-05-07,4232.6
2094,2021-05-10,4188.43
2095,2021-05-11,4152.1
2096,2021-05-12,4063.04
2097,2021-05-13,4112.5
2098,2021-05-14,4173.85
2099,2021-05-17,4163.29
2100,2021-05-18,4127.83
2101,2021-05-19,4115.68
2102,2021-05-20,4159.12
2103,2021-05-21,4155.86
2104,2021-05-24,4197.05
2105,2021-05-25,4188.13
2106,2021-05-26,4195.99
2107,2021-05-27,4200.88
2108,2021-05-28,4204.11
2109,2021-05-31,
2110,2021-06-01,4202.04
2111,2021-06-02,4208.12
2112,2021-06-03,4192.85
2113,2021-06-04,4229.89
2114,2021-06-07,4226.52
2115,2021-06-08,4227.26
2116,2021-06-09,4219.55
2117,2021-06-10,4239.18
2118,2021-06-11,4247.44
2119,2021-06-14,4255.15
2120,2021-06-15,4246.59
2121,2021-06-16,4223.7
2122,2021-06-17,4221.86
2123,2021-06-18,4166.45
2124,2021-06-21,4224.79
2125,2021-06-22,4246.44
2126,2021-06-23,4241.84
2127,2021-06-24,4266.49
2128,2021-06-25,4280.7
2129,2021-06-28,4290.61
2130,2021-06-29,4291.8
2131,2021-06-30,4297.5
2132,2021-07-01,4319.94
2133,2021-07-02,4352.34
2134,2021-07-05,
2135,2021-07-06,4343.54
2136,2021-07-07,4358.13
2137,2021-07-08,4320.82
2138,2021-07-09,4369.55
2139,2021-07-12,4384.63
2140,2021-07-13,4369.21
2141,2021-07-14,4374.3
2142,2021-07-15,4360.03
2143,2021-07-16,4327.16
2144,2021-07-19,4258.49
2145,2021-07-20,4323.06
2146,2021-07-21,4358.69
2147,2021-07-22,4367.48
2148,2021-07-23,4411.79
2149,2021-07-26,4422.3
2150,2021-07-27,4401.46
2151,2021-07-28,4400.64
2152,2021-07-29,4419.15
2153,2021-07-30,4395.26
2154,2021-08-02,4387.16
2155,2021-08-03,4423.15
2156,2021-08-04,4402.66
2157,2021-08-05,4429.1
2158,2021-08-06,4436.52
2159,2021-08-09,4432.35
2160,2021-08-10,4436.75
2161,2021-08-11,4447.7
2162,2021-08-12,4460.83
2163,2021-08-13,4468.0
2164,2021-08-16,4479.71
2165,2021-08-17,4448.08
2166,2021-08-18,4400.27
2167,2021-08-19,4405.8
2168,2021-08-20,4441.67
2169,2021-08-23,4479.53
2170,2021-08-24,4486.23
2171,2021-08-25,4496.19
2172,2021-08-26,4470.0
2173,2021-08-27,4509.37
2174,2021-08-30,4528.79
2175,2021-08-31,4522.68
2176,2021-09-01,4524.09
2177,2021-09-02,4536.95
2178,2021-09-03,4535.43
2179,2021-09-06,
2180,2021-09-07,4520.03
2181,2021-09-08,4514.07
2182,2021-09-09,4493.28
2183,2021-09-10,4458.58
2184,2021-09-13,4468.73
2185,2021-09-14,4443.05
2186,2021-09-15,4480.7
2187,2021-09-16,4473.75
2188,2021-09-17,4432.99
2189,2021-09-20,4357.73
2190,2021-09-21,4354.19
2191,2021-09-22,4395.64
2192,2021-09-23,4448.98
2193,2021-09-24,4455.48
2194,2021-09-27,4443.11
2195,2021-09-28,4352.63
2196,2021-09-29,4359.46
2197,2021-09-30,4307.54
2198,2021-10-01,4357.04
2199,2021-10-04,4300.46
2200,2021-10-05,4345.72
2201,2021-10-06,4363.55
2202,2021-10-07,4399.76
2203,2021-10-08,4391.34
2204,2021-10-11,4361.19
2205,2021-10-12,4350.65
2206,2021-10-13,4363.8
2207,2021-10-14,4438.26
2208,2021-10-15,4471.37
2209,2021-10-18,4486.46
2210,2021-10-19,4519.63
2211,2021-10-20,4536.19
2212,2021-10-21,4549.78
2213,2021-10-22,4544.9
2214,2021-10-25,4566.48
2215,2021-10-26,4574.79
2216,2021-10-27,4551.68
2217,2021-10-28,4596.42
2218,2021-10-29,4605.38
2219,2021-11-01,4613.67
2220,2021-11-02,4630.65
2221,2021-11-03,4660.57
2222,2021-11-04,4680.06
2223,2021-11-05,4697.53
2224,2021-11-08,4701.7
2225,2021-11-09,4685.25
2226,2021-11-10,4646.71
2227,2021-11-11,4649.27
2228,2021-11-12,4682.85
2229,2021-11-15,4682.8
2230,2021-11-16,4700.9
2231,2021-11-17,4688.67
2232,2021-11-18,4704.54
2233,2021-11-19,4697.96
2234,2021-11-22,4682.94
2235,2021-11-23,4690.7
2236,2021-11-24,4701.46
2237,2021-11-25,
2238,2021-11-26,4594.62
2239,2021-11-29,4655.27
2240,2021-11-30,4567.0
2241,2021-12-01,4513.04
2242,2021-12-02,4577.1
2243,2021-12-03,4538.43
2244,2021-12-06,4591.67
2245,2021-12-07,4686.75
2246,2021-12-08,4701.21
2247,2021-12-09,4667.45
2248,2021-12-10,4712.02
2249,2021-12-13,4668.97
2250,2021-12-14,4634.09
2251,2021-12-15,4709.85
2252,2021-12-16,4668.67
2253,2021-12-17,4620.64
2254,2021-12-20,4568.02
2255,2021-12-21,4649.23
2256,2021-12-22,4696.56
2257,2021-12-23,4725.79
2258,2021-12-24,
2259,2021-12-27,4791.19
2260,2021-12-28,4786.35
2261,2021-12-29,4793.06
2262,2021-12-30,4778.73
2263,2021-12-31,4766.18
2264,2022-01-03,4796.56
2265,2022-01-04,4793.54
2266,2022-01-05,4700.58
2267,2022-01-06,4696.05
2268,2022-01-07,4677.03
2269,2022-01-10,4670.29
2270,2022-01-11,4713.07
2271,2022-01-12,4726.35
2272,2022-01-13,4659.03
2273,2022-01-14,4662.85
2274,2022-01-17,
2275,2022-01-18,4577.11
2276,2022-01-19,4532.76
2277,2022-01-20,4482.73
2278,2022-01-21,4397.94
2279,2022-01-24,4410.13
2280,2022-01-25,4356.45
2281,2022-01-26,4349.93
2282,2022-01-27,4326.51
2283,2022-01-28,4431.85
2284,2022-01-31,4515.55
2285,2022-02-01,4546.54
2286,2022-02-02,4589.38
2287,2022-02-03,4477.44
2288,2022-02-04,4500.53
2289,2022-02-07,4483.87
2290,2022-02-08,4521.54
2291,2022-02-09,4587.18
2292,2022-02-10,4504.08
2293,2022-02-11,4418.64
2294,2022-02-14,4401.67
2295,2022-02-15,4471.07
2296,2022-02-16,4475.01
2297,2022-02-17,4380.26
2298,2022-02-18,4348.87
2299,2022-02-21,
2300,2022-02-22,4304.76
2301,2022-02-23,4225.5
2302,2022-02-24,4288.7
2303,2022-02-25,4384.65
2304,2022-02-28,4373.94
2305,2022-03-01,4306.26
2306,2022-03-02,4386.54
2307,2022-03-03,4363.49
2308,2022-03-04,4328.87
2309,2022-03-07,4201.09
2310,2022-03-08,4170.7
2311,2022-03-09,4277.88
2312,2022-03-10,4259.52
2313,2022-03-11,4204.31
2314,2022-03-14,4173.11
2315,2022-03-15,4262.45
2316,2022-03-16,4357.86
2317,2022-03-17,4411.67
2318,2022-03-18,4463.12
2319,2022-03-21,4461.18
2320,2022-03-22,4511.61
2321,2022-03-23,4456.24
2322,2022-03-24,4520.16
2323,2022-03-25,4543.06
2324,2022-03-28,4575.52
2325,2022-03-29,4631.6
2326,2022-03-30,4602.45
2327,2022-03-31,4530.41
2328,2022-04-01,4545.86
2329,2022-04-04,4582.64
2330,2022-04-05,4525.12
2331,2022-04-06,4481.15
2332,2022-04-07,4500.21
2333,2022-04-08,4488.28
2334,2022-04-11,4412.53
2335,2022-04-12,4397.45
2336,2022-04-13,4446.59
2337,2022-04-14,4392.59
2338,2022-04-15,
2339,2022-04-18,4391.69
2340,2022-04-19,4462.21
2341,2022-04-20,4459.45
2342,2022-04-21,4393.66
2343,2022-04-22,4271.78
2344,2022-04-25,4296.12
2345,2022-04-26,4175.2
2346,2022-04-27,4183.96
2347,2022-04-28,4287.5
2348,2022-04-29,4131.93
2349,2022-05-02,4155.38
2350,2022-05-03,4175.48
2351,2022-05-04,4300.17
2352,2022-05-05,4146.87
2353,2022-05-06,4123.34
2354,2022-05-09,3991.24
2355,2022-05-10,4001.05
2356,2022-05-11,3935.18
2357,2022-05-12,3930.08
2358,2022-05-13,4023.89
2359,2022-05-16,4008.01
2360,2022-05-17,4088.85
2361,2022-05-18,3923.68
2362,2022-05-19,3900.79
2363,2022-05-20,3901.36
2364,2022-05-23,3973.75
2365,2022-05-24,3941.48
2366,2022-05-25,3978.73
2367,2022-05-26,4057.84
2368,2022-05-27,4158.24
2369,2022-05-30,
2370,2022-05-31,4132.15
2371,2022-06-01,4101.23
2372,2022-06-02,4176.82
2373,2022-06-03,4108.54
2374,2022-06-06,4121.43
2375,2022-06-07,4160.68
2376,2022-06-08,4115.77
2377,2022-06-09,4017.82
2378,2022-06-10,3900.86
2379,2022-06-13,3749.63
2380,2022-06-14,3735.48
2381,2022-06-15,3789.99
2382,2022-06-16,3666.77
2383,2022-06-17,3674.84
2384,2022-06-20,
2385,2022-06-21,3764.79
2386,2022-06-22,3759.89
2387,2022-06-23,3795.73
2388,2022-06-24,3911.74
2389,2022-06-27,3900.11
2390,2022-06-28,3821.55
2391,2022-06-29,3818.83
2392,2022-06-30,3785.38
2393,2022-07-01,3825.33
2394,2022-07-04,
2395,2022-07-05,3831.39
2396,2022-07-06,3845.08
2397,2022-07-07,3902.62
2398,2022-07-08,3899.38
2399,2022-07-11,3854.43
2400,2022-07-12,3818.8
2401,2022-07-13,3801.78
2402,2022-07-14,3790.38
2403,2022-07-15,3863.16
2404,2022-07-18,3830.85
2405,2022-07-19,3936.69
2406,2022-07-20,3959.9
2407,2022-07-21,3998.95
2408,2022-07-22,3961.63
2409,2022-07-25,3966.84
2410,2022-07-26,3921.05
2411,2022-07-27,4023.61
2412,2022-07-28,4072.43
2413,2022-07-29,4130.29
2414,2022-08-01,4118.63
2415,2022-08-02,4091.19
2416,2022-08-03,4155.17
2417,2022-08-04,4151.94
2418,2022-08-05,4145.19
2419,2022-08-08,4140.06
2420,2022-08-09,4122.47
2421,2022-08-10,4210.24
2422,2022-08-11,4207.27
2423,2022-08-12,4280.15
2424,2022-08-15,4297.14
2425,2022-08-16,4305.2
2426,2022-08-17,4274.04
2427,2022-08-18,4283.74
2428,2022-08-19,4228.48
2429,2022-08-22,4137.99
2430,2022-08-23,4128.73
2431,2022-08-24,4140.77
2432,2022-08-25,4199.12
2433,2022-08-26,4057.66
2434,2022-08-29,4030.61
2435,2022-08-30,3986.16
2436,2022-08-31,3955.0
2437,2022-09-01,3966.85
2438,2022-09-02,3924.26
2439,2022-09-05,
2440,2022-09-06,3908.19
2441,2022-09-07,3979.87
2442,2022-09-08,4006.18
2443,2022-09-09,4067.36
2444,2022-09-12,4110.41
2445,2022-09-13,3932.69
2446,2022-09-14,3946.01
2447,2022-09-15,3901.35
2448,2022-09-16,3873.33
2449,2022-09-19,3899.89
2450,2022-09-20,3855.93
2451,2022-09-21,3789.93
2452,2022-09-22,3757.99
2453,2022-09-23,3693.23
2454,2022-09-26,3655.04
2455,2022-09-27,3647.29
2456,2022-09-28,3719.04
2457,2022-09-29,3640.47
2458,2022-09-30,3585.62
2459,2022-10-03,3678.43
2460,2022-10-04,3790.93
2461,2022-10-05,3783.28
2462,2022-10-06,3744.52
2463,2022-10-07,3639.66
2464,2022-10-10,3612.39
2465,2022-10-11,3588.84
2466,2022-10-12,3577.03
2467,2022-10-13,3669.91
2468,2022-10-14,3583.07
2469,2022-10-17,3677.95
2470,2022-10-18,3719.98
2471,2022-10-19,3695.16
2472,2022-10-20,3665.78
2473,2022-10-21,3752.75
2474,2022-10-24,3797.34
2475,2022-10-25,3859.11
2476,2022-10-26,3830.6
2477,2022-10-27,3807.3
2478,2022-10-28,3901.06
2479,2022-10-31,3871.98
2480,2022-11-01,3856.1
2481,2022-11-02,3759.69
2482,2022-11-03,3719.89
2483,2022-11-04,3770.55
2484,2022-11-07,3806.8
2485,2022-11-08,3828.11
2486,2022-11-09,3748.57
2487,2022-11-10,3956.37
2488,2022-11-11,3992.93
2489,2022-11-14,3957.25
2490,2022-11-15,3991.73
2491,2022-11-16,3958.79
2492,2022-11-17,3946.56
2493,2022-11-18,3965.34
2494,2022-11-21,3949.94
2495,2022-11-22,4003.58
2496,2022-11-23,4027.26
2497,2022-11-24,
2498,2022-11-25,4026.12
2499,2022-11-28,3963.94
2500,2022-11-29,3957.63
2501,2022-11-30,4080.11
2502,2022-12-01,4076.57
2503,2022-12-02,4071.7
2504,2022-12-05,3998.84
2505,2022-12-06,3941.26
2506,2022-12-07,3933.92
2507,2022-12-08,3963.51
2508,2022-12-09,3934.38
2509,2022-12-12,3990.56
2510,2022-12-13,4019.65
2511,2022-12-14,3995.32
2512,2022-12-15,3895.75
2513,2022-12-16,3852.36
2514,2022-12-19,3817.66
2515,2022-12-20,3821.62
2516,2022-12-21,3878.44
2517,2022-12-22,3822.39
2518,2022-12-23,3844.82
2519,2022-12-26,
2520,2022-12-27,3829.25
2521,2022-12-28,3783.22
2522,2022-12-29,3849.28
2523,2022-12-30,3839.5
2524,2023-01-02,
2525,2023-01-03,3824.14
2526,2023-01-04,3852.97
2527,2023-01-05,3808.1
2528,2023-01-06,3895.08
2529,2023-01-09,3892.09
2530,2023-01-10,3919.25
2531,2023-01-11,3969.61
2532,2023-01-12,3983.17
2533,2023-01-13,3999.09
2534,2023-01-16,
2535,2023-01-17,3990.97
2536,2023-01-18,3928.86
2537,2023-01-19,3898.85
2538,2023-01-20,3972.61
2539,2023-01-23,4019.81
2540,2023-01-24,4016.95
2541,2023-01-25,4016.22
2542,2023-01-26,4060.43
2543,2023-01-27,4070.56
2544,2023-01-30,4017.77
2545,2023-01-31,4076.6
2546,2023-02-01,4119.21
2547,2023-02-02,4179.76
2548,2023-02-03,4136.48
2549,2023-02-06,4111.08
2550,2023-02-07,4164.0
2551,2023-02-08,4117.86
2552,2023-02-09,4081.5
2553,2023-02-10,4090.46
2554,2023-02-13,4137.29
2555,2023-02-14,4136.13
2556,2023-02-15,4147.6
2557,2023-02-16,4090.41
2558,2023-02-17,4079.09
2559,2023-02-20,
2560,2023-02-21,3997.34
2561,2023-02-22,3991.05
2562,2023-02-23,4012.32
2563,2023-02-24,3970.04
2564,2023-02-27,3982.24
2565,2023-02-28,3970.15
2566,2023-03-01,3951.39
2567,2023-03-02,3981.35
2568,2023-03-03,4045.64
2569,2023-03-06,4048.42
2570,2023-03-07,3986.37
2571,2023-03-08,3992.01
2572,2023-03-09,3918.32
2573,2023-03-10,3861.59
2574,2023-03-13,3855.76
2575,2023-03-14,3919.29
2576,2023-03-15,3891.93
2577,2023-03-16,3960.28
2578,2023-03-17,3916.64
2579,2023-03-20,3951.57
2580,2023-03-21,4002.87
2581,2023-03-22,3936.97
2582,2023-03-23,3948.72
2583,2023-03-24,3970.99
2584,2023-03-27,3977.53
2585,2023-03-28,3971.27
2586,2023-03-29,4027.81
2587,2023-03-30,4050.83
2588,2023-03-31,4109.31
2589,2023-04-03,4124.51
2590,2023-04-04,4100.6
2591,2023-04-05,4090.38
2592,2023-04-06,4105.02
2593,2023-04-07,
2594,2023-04-10,4109.11
2595,2023-04-11,4108.94
2596,2023-04-12,4091.95
2597,2023-04-13,4146.22
2598,2023-04-14,4137.64
2599,2023-04-17,4151.32
2600,2023-04-18,4154.87
2601,2023-04-19,4154.52
2602,2023-04-20,4129.79
2603,2023-04-21,4133.52
2604,2023-04-24,4137.04
2605,2023-04-25,4071.63
2606,2023-04-26,4055.99
2607,2023-04-27,4135.35
2608,2023-04-28,4169.48
2609,2023-05-01,4167.87
2610,2023-05-02,4119.58
2611,2023-05-03,4090.75
2612,2023-05-04,4061.22
2613,2023-05-05,4136.25
2614,2023-05-08,4138.12
2615,2023-05-09,4119.17
2616,2023-05-10,4137.64
2617,2023-05-11,4130.62
2618,2023-05-12,4124.08
2619,2023-05-15,4136.28
2620,2023-05-16,4109.9
2621,2023-05-17,4158.77
2622,2023-05-18,4198.05
2623,2023-05-19,4191.98
2624,2023-05-22,4192.63
2625,2023-05-23,4145.58
2626,2023-05-24,4115.24
2627,2023-05-25,4151.28
2628,2023-05-26,4205.45
