Unnamed: 0,ETF,Ticker,Technical Action,Score,Sector
22,XLU,ATO,Buy,7.61682560233266,XLU
13,XLU,DTE,Buy,7.177536953452973,XLU
28,XLU,PNW,Buy,6.825983989213687,XLU
14,XLU,EIX,Buy,5.89910114732711,XLU
23,XLU,EVRG,Buy,5.567818322502305,XLU
6,XLU,EXC,Sell,4.783527944623095,XLU
24,XLU,LNT,Buy,4.722574595774518,XLU
5,XLU,SRE,Buy,4.651191257979702,XLU
10,XLU,PEG,Buy,4.612067842826417,XLU
12,XLU,AWK,Buy,4.511196208239959,XLU
9,XLU,WEC,Sell,3.8937665987203767,XLU
19,XLU,CMS,Buy,3.881085254549819,XLU
2,XLU,SO,Buy,2.9251214262294374,XLU
7,XLU,XEL,Sell,1.7758871306946358,XLU
8,XLU,ED,Sell,1.4151570044137265,XLU
15,XLU,AEE,Sell,0.5910747767428775,XLU
25,XLU,AES,Buy,-2.535318205019977,XLU
